timestamp,Active_Power,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Max_Wind_Speed,Air_Pressure,Hail_Accumulation
1/12/2022 12:30,885.4733353,2.639999866,31.81666565,1138.419189,166.1000061,0,5.400000095,952.9966431,0
1/12/2022 12:35,853.8779831,1.963333368,31.53333282,1140.598389,140.6666718,0,5.099999905,952.9233398,0
1/12/2022 12:40,865.2192478,2.109999895,31.55999947,1141.657959,106.2333298,0,3.799999952,952.8266602,0
1/12/2022 12:45,854.9990997,1.686666608,31.75333405,1141.647705,196.4666595,0,3.5,952.7033691,0
1/12/2022 12:50,862.8193493,1.939999938,32.24000168,1140.835205,107.8666687,0,4.900000095,952.6466675,0
1/12/2022 12:55,863.6193504,1.836666703,32.17333221,1137.812134,157.0666656,0,4.199999809,952.5799561,0
1/12/2022 13:00,871.26511,1.936666608,31.93999863,1136.909912,200.8999939,0,3.900000095,952.5133057,0
1/12/2022 13:05,901.9544048,1.916666627,31.97333336,1133.237183,227.0333405,0,5.300000191,952.3966675,0
1/12/2022 13:10,897.781292,2.113333225,32.16333389,1132.868408,132.0333405,0,5.5,952.3400269,0
1/12/2022 13:15,889.8645592,1.789999962,32.06999969,1129.244141,125.7666702,0,4.199999809,952.289978,0
1/12/2022 13:20,885.8598137,1.980000019,32.36999893,1126.07959,93.23332977,0,4,952.1633301,0
1/12/2022 13:25,898.0012016,1.966666698,32.26333237,1121.021362,122.5333328,0,5.599999905,952.0233154,0
1/12/2022 13:30,879.3544064,2.99333334,32.99000168,1115.88147,167.8333282,0,6.099999905,952.0066528,0
1/12/2022 13:35,893.7213459,2.129999876,33.15000153,1112.62085,162.3000031,0,4.800000191,951.9400024,0
1/12/2022 13:40,869.4665852,2.536666632,33.08333206,1108.049438,182.0666656,0,5.199999809,951.9100342,0
1/12/2022 13:45,917.348774,2.483333349,32.57999802,1100.744141,220.5333405,0,6.699999809,951.8366699,0
1/12/2022 13:50,906.8533287,1.886666656,32.44333267,1095.418335,203.8999939,0,5.900000095,951.7766724,0
1/12/2022 13:55,895.2248974,3.106666565,32.81666565,1087.918701,229.8333282,0,6.300000191,951.6699829,0
1/12/2022 14:00,901.6785221,1.870000005,32.60666656,1081.348755,121.6999969,0,4.099999905,951.5366821,0
1/12/2022 14:05,907.3529549,2.539999962,33.12333298,1071.281616,257.3333435,0,4.400000095,951.4833374,0
1/12/2022 14:10,892.9187889,1.960000038,33.25666809,1065.384399,266.3333435,0,4.400000095,951.3066406,0
1/12/2022 14:15,916.0552654,2.926666737,33.20000076,1055.458496,268.6333313,0,5.5,951.25,0
